key_pair,comfort_score,distance_score,dvorak7_score,engram_avg4_score,time_score,comfort_score_normalized,distance_score_normalized,dvorak7_score_normalized,engram_avg4_score_normalized,time_score_normalized
K[,-1.075036,47.201695,0.5,0.679227,863.1,0.283309,0.349642,0.071429,0.679227,0.431029
L',-1.129147,38.0,0.571429,0.760369,849.6,0.247236,0.281481,0.081633,0.760369,0.411176
"L,",-0.80557,42.941821,0.571429,0.727636,748.308302,0.462953,0.318088,0.081633,0.727636,0.262218
L.,-1.030735,42.941821,0.285714,0.396,850.310919,0.312843,0.318088,0.040816,0.396,0.412222
L/,-1.129147,42.941821,0.357143,0.702818,1053.939735,0.247236,0.318088,0.05102,0.702818,0.711676
L;,-0.583997,0.0,0.642857,0.868977,849.6,0.610669,0.0,0.091837,0.868977,0.411176
LA,-0.305538,0.0,0.857143,0.914182,849.6,0.796308,0.0,0.122449,0.914182,0.411176
LB,-0.555098,69.339743,0.785714,0.845409,745.22774,0.629935,0.513628,0.112245,0.845409,0.257688
LC,-0.512393,42.941821,0.857143,0.914182,619.47148,0.658405,0.318088,0.122449,0.914182,0.072752
LD,-0.239875,0.0,0.928571,0.956,683.347263,0.840084,0.0,0.132653,0.956,0.166687
LE,-0.307569,39.293765,0.857143,0.935636,817.363155,0.794954,0.291065,0.122449,0.935636,0.363769
LF,-0.167384,0.0,0.928571,0.967818,661.381289,0.888411,0.0,0.132653,0.967818,0.134384
LG,-0.555098,38.0,0.857143,0.845409,701.000323,0.629935,0.281481,0.122449,0.845409,0.192648
LH,-1.129147,38.0,0.785714,0.794273,816.559767,0.247236,0.281481,0.112245,0.794273,0.362588
LI,-0.626041,39.293765,0.571429,0.749091,875.150982,0.582639,0.291065,0.081633,0.749091,0.448751
LJ,-0.273638,0.0,0.857143,0.916682,774.557544,0.817574,0.0,0.122449,0.916682,0.30082
LK,-0.343463,0.0,0.857143,0.956,662.119179,0.771024,0.0,0.122449,0.956,0.135469
LL,-0.313657,0.0,0.571429,0.526545,793.928161,0.790895,0.0,0.081633,0.526545,0.329306
LM,-0.69943,42.941821,0.714286,0.742,662.951003,0.533713,0.318088,0.102041,0.742,0.136693
LN,-1.129147,42.047592,0.642857,0.658864,898.804043,0.247236,0.311464,0.091837,0.658864,0.483535
LO,-0.885563,39.293765,0.285714,0.426455,809.47849,0.409625,0.291065,0.040816,0.426455,0.352174
LP,-0.984187,39.293765,0.357143,0.702818,622.632502,0.343876,0.291065,0.05102,0.702818,0.077401
LQ,-0.495283,39.293765,0.785714,0.889364,698.084512,0.669811,0.291065,0.112245,0.889364,0.18836
LR,-0.307569,39.293765,0.857143,0.928545,731.462223,0.794954,0.291065,0.122449,0.928545,0.237444
LS,-0.273638,0.0,0.857143,0.935636,655.316478,0.817574,0.0,0.122449,0.935636,0.125465
LT,-0.555098,47.201695,0.785714,0.845409,683.616429,0.629935,0.349642,0.112245,0.845409,0.167083
LU,-0.70277,39.293765,0.714286,0.742,718.251244,0.531487,0.291065,0.102041,0.742,0.218017
LV,-0.404458,42.941821,0.857143,0.928545,661.556103,0.730361,0.318088,0.122449,0.928545,0.134641
LW,-0.408355,39.293765,0.785714,0.919818,750.793319,0.727763,0.291065,0.112245,0.919818,0.265873
LX,-0.546709,42.941821,0.785714,0.889364,852.86472,0.635527,0.318088,0.112245,0.889364,0.415978
LY,-1.129147,61.220911,0.642857,0.658864,782.761474,0.247236,0.453488,0.091837,0.658864,0.312885
LZ,-0.521869,42.941821,0.785714,0.889364,1053.7902,0.652087,0.318088,0.112245,0.889364,0.711456
L[,-1.129147,47.201695,0.285714,0.658864,698.084512,0.247236,0.349642,0.040816,0.658864,0.18836
M',-1.216656,80.941821,0.5,0.651773,880.8,0.188896,0.599569,0.071429,0.651773,0.457059
"M,",-0.872701,85.883642,0.642857,0.861886,884.971464,0.418199,0.636175,0.091837,0.861886,0.463193
M.,-0.941505,85.883642,0.571429,0.797233,881.438001,0.37233,0.636175,0.081633,0.797233,0.457997
M/,-0.926848,85.883642,0.571429,0.797233,1081.507518,0.382101,0.636175,0.081633,0.797233,0.752217
M;,-0.852999,42.941821,0.571429,0.720545,880.8,0.431334,0.318088,0.081633,0.720545,0.457059
MA,-0.436359,42.941821,0.857143,0.907091,880.8,0.709094,0.318088,0.122449,0.907091,0.457059
MB,-0.685918,112.281564,0.785714,0.838318,797.167124,0.542721,0.831715,0.112245,0.838318,0.334069
MC,-0.643213,85.883642,0.857143,0.907091,716.8,0.571191,0.636175,0.122449,0.907091,0.215882
MD,-0.370695,42.941821,0.928571,0.948909,688.27049,0.75287,0.318088,0.132653,0.948909,0.173927
ME,-0.438389,82.235587,0.857143,0.928545,809.454154,0.707741,0.609152,0.122449,0.928545,0.352138
MF,-0.298204,42.941821,0.928571,0.960727,694.274774,0.801197,0.318088,0.132653,0.960727,0.182757
MG,-0.685918,80.941821,0.857143,0.838318,883.248441,0.542721,0.599569,0.122449,0.838318,0.460659
MH,-1.216656,75.140782,0.357143,0.344955,883.397968,0.188896,0.556598,0.05102,0.344955,0.460879
MI,-0.928152,82.235587,0.5,0.621727,872.47835,0.381232,0.609152,0.071429,0.621727,0.444821
MJ,-0.672153,42.941821,0.428571,0.467364,927.01038,0.551898,0.318088,0.061224,0.467364,0.525015
MK,-0.719612,42.941821,0.642857,0.762364,892.006479,0.520258,0.318088,0.091837,0.762364,0.473539
ML,-0.821044,42.941821,0.571429,0.742,667.714749,0.452638,0.318088,0.081633,0.742,0.143698
MM,-0.535279,42.941821,0.571429,0.512364,653.952971,0.643148,0.318088,0.081633,0.512364,0.12346
MN,-1.216656,61.494707,0.5,0.429227,734.577475,0.188896,0.455516,0.071429,0.429227,0.242026
MO,-1.097858,82.235587,0.428571,0.605909,765.840769,0.268095,0.609152,0.061224,0.605909,0.288001
MP,-1.216656,82.235587,0.428571,0.575455,743.101259,0.188896,0.609152,0.061224,0.575455,0.254561
MQ,-0.626103,82.235587,0.785714,0.882273,884.568174,0.582598,0.609152,0.112245,0.882273,0.4626
MR,-0.438389,82.235587,0.857143,0.921455,676.53165,0.707741,0.609152,0.122449,0.921455,0.156664
MS,-0.404458,42.941821,0.857143,0.928545,645.302537,0.730361,0.318088,0.122449,0.928545,0.110739
MT,-0.685918,90.143516,0.785714,0.838318,865.375675,0.542721,0.66773,0.112245,0.838318,0.434376
MU,-0.998812,81.97119,0.285714,0.307818,725.519989,0.334125,0.607194,0.040816,0.307818,0.228706
MV,-0.535279,85.883642,0.857143,0.921455,811.722954,0.643148,0.636175,0.122449,0.921455,0.355475
MW,-0.539175,82.235587,0.785714,0.912727,678.881638,0.64055,0.609152,0.112245,0.912727,0.16012
MX,-0.677529,85.883642,0.785714,0.882273,880.8,0.548314,0.636175,0.112245,0.882273,0.457059
MY,-1.216656,103.071561,0.214286,0.224682,692.962202,0.188896,0.763493,0.030612,0.224682,0.180827
MZ,-0.652689,85.883642,0.785714,0.882273,1055.624812,0.564874,0.636175,0.112245,0.882273,0.714154
M[,-1.216656,90.143516,0.357143,0.5315,884.568174,0.188896,0.66773,0.05102,0.5315,0.4626
N',-1.442261,80.047592,0.428571,0.573545,848.0,0.038493,0.592945,0.061224,0.573545,0.408824
"N,",-1.309704,84.989413,0.571429,0.738915,848.0,0.126864,0.629551,0.081633,0.738915,0.408824
N.,-1.363758,84.989413,0.5,0.714097,848.0,0.090828,0.629551,0.071429,0.714097,0.408824
N/,-1.428568,84.989413,0.5,0.714097,848.0,0.047621,0.629551,0.071429,0.714097,0.408824
N;,-1.108615,42.047592,0.5,0.637409,848.0,0.260923,0.311464,0.071429,0.637409,0.408824
NA,-0.586998,42.047592,0.785714,0.823955,729.116709,0.608668,0.311464,0.112245,0.823955,0.233995
NB,-0.836557,111.387335,0.714286,0.760091,817.22866,0.442295,0.825091,0.102041,0.760091,0.363572
NC,-0.793852,84.989413,0.785714,0.823955,761.520926,0.470765,0.629551,0.112245,0.823955,0.281648
ND,-0.521334,42.047592,0.857143,0.865773,890.339366,0.652444,0.311464,0.122449,0.865773,0.471087
NE,-0.589028,81.341357,0.785714,0.845409,793.617416,0.607315,0.602529,0.112245,0.845409,0.328849
NF,-0.448844,42.047592,0.857143,0.877591,695.140833,0.700771,0.311464,0.122449,0.877591,0.184031
NG,-0.836557,80.047592,0.785714,0.760091,819.425414,0.442295,0.592945,0.112245,0.760091,0.366802
NH,-1.442261,61.494707,0.285714,0.266727,690.090987,0.038493,0.455516,0.040816,0.266727,0.176604
NI,-1.25098,81.341357,0.428571,0.538591,735.370233,0.166014,0.602529,0.061224,0.538591,0.243192
NJ,-0.836557,42.047592,0.357143,0.384227,721.894112,0.442295,0.311464,0.05102,0.384227,0.223374
NK,-0.953484,42.047592,0.571429,0.679227,611.601506,0.364344,0.311464,0.081633,0.679227,0.061179
NL,-1.030731,42.047592,0.5,0.658864,652.059963,0.312846,0.311464,0.071429,0.658864,0.120676
NM,-1.095099,61.494707,0.5,0.429227,675.608036,0.269934,0.455516,0.071429,0.429227,0.155306
NN,-1.442261,42.047592,0.428571,0.351,658.350336,0.038493,0.311464,0.061224,0.351,0.129927
NO,-1.306993,81.341357,0.357143,0.522773,778.161791,0.128671,0.602529,0.05102,0.522773,0.30612
NP,-1.442261,81.341357,0.357143,0.492318,871.741033,0.038493,0.602529,0.05102,0.492318,0.443737
NQ,-0.776742,81.341357,0.714286,0.799136,745.967521,0.482172,0.602529,0.102041,0.799136,0.258776
NR,-0.589028,81.341357,0.785714,0.838318,627.376056,0.607315,0.602529,0.112245,0.838318,0.084377
NS,-0.555098,42.047592,0.785714,0.845409,775.031232,0.629935,0.311464,0.112245,0.845409,0.301517
NT,-0.836557,89.249287,0.714286,0.760091,856.279405,0.442295,0.661106,0.102041,0.760091,0.420999
NU,-1.242302,78.880625,0.214286,0.224682,692.900593,0.171799,0.584301,0.030612,0.224682,0.180736
NV,-0.685918,84.989413,0.785714,0.838318,707.478131,0.542721,0.629551,0.112245,0.838318,0.202174
NW,-0.689815,81.341357,0.714286,0.829591,686.254573,0.540123,0.602529,0.102041,0.829591,0.170963
NX,-0.828168,84.989413,0.714286,0.799136,745.434907,0.447888,0.629551,0.102041,0.799136,0.257993
NY,-1.442261,92.487648,0.142857,0.146455,698.483298,0.038493,0.685094,0.020408,0.146455,0.188946
NZ,-0.803329,84.989413,0.714286,0.799136,1068.107369,0.464448,0.629551,0.102041,0.799136,0.732511
N[,-1.442261,89.249287,0.285714,0.453273,848.0,0.038493,0.661106,0.040816,0.453273,0.408824
O',-1.428568,77.293765,0.285714,0.643045,916.8,0.047621,0.572546,0.040816,0.643045,0.51
"O,",-1.099662,82.235587,0.428571,0.591545,916.8,0.266892,0.609152,0.061224,0.591545,0.51
O.,-1.274026,81.97119,0.142857,0.259909,916.8,0.150649,0.607194,0.020408,0.259909,0.51
O/,-1.428568,82.235587,0.214286,0.566727,1048.0,0.047621,0.609152,0.030612,0.566727,0.702941
O;,-0.932945,39.293765,0.357143,0.711818,916.8,0.378037,0.291065,0.05102,0.711818,0.51
OA,-0.440255,39.293765,0.785714,0.898364,848.0,0.706496,0.291065,0.112245,0.898364,0.408824
OB,-0.689815,108.633509,0.714286,0.829591,850.856838,0.540123,0.804693,0.102041,0.829591,0.413025
OC,-0.64711,82.235587,0.785714,0.898364,771.068313,0.568593,0.609152,0.112245,0.898364,0.295689
OD,-0.374592,39.293765,0.857143,0.940182,750.180002,0.750272,0.291065,0.122449,0.940182,0.264971
OE,-0.442286,78.587531,0.785714,0.919818,705.611929,0.705143,0.58213,0.112245,0.919818,0.199429
OF,-0.302101,39.293765,0.857143,0.952,968.500509,0.798599,0.291065,0.122449,0.952,0.58603
OG,-0.689815,77.293765,0.785714,0.829591,772.313321,0.540123,0.572546,0.112245,0.829591,0.29752
OH,-1.428568,77.293765,0.642857,0.643045,710.996974,0.047621,0.572546,0.091837,0.643045,0.207348
OI,-0.543072,78.587531,0.714286,0.919818,761.216368,0.637952,0.58213,0.102041,0.919818,0.281201
OJ,-0.593653,39.293765,0.714286,0.765455,818.869325,0.604232,0.291065,0.102041,0.765455,0.365984
OK,-0.641962,39.293765,0.571429,0.753636,724.686924,0.572025,0.291065,0.081633,0.753636,0.227481
OL,-0.884553,39.293765,0.285714,0.426455,861.211085,0.410298,0.291065,0.040816,0.426455,0.428252
OM,-0.976303,82.235587,0.571429,0.605909,846.885935,0.349131,0.609152,0.081633,0.605909,0.407185
ON,-1.428568,81.341357,0.5,0.522773,1046.250336,0.047621,0.602529,0.071429,0.522773,0.700368
OO,-0.579716,39.293765,0.428571,0.494909,794.03498,0.613522,0.291065,0.061224,0.494909,0.329463
OP,-0.917174,78.587531,0.5,0.828341,790.528308,0.388551,0.58213,0.071429,0.828341,0.324306
OQ,-0.63,78.587531,0.714286,0.873545,944.678964,0.58,0.58213,0.102041,0.873545,0.550998
OR,-0.442286,78.587531,0.785714,0.912727,944.382787,0.705143,0.58213,0.112245,0.912727,0.550563
OS,-0.408355,39.293765,0.785714,0.919818,770.997272,0.727763,0.291065,0.112245,0.919818,0.295584
OT,-0.689815,86.49546,0.714286,0.829591,808.629948,0.540123,0.640707,0.102041,0.829591,0.350926
OU,-0.586577,78.587531,0.714286,0.861591,880.192971,0.608949,0.58213,0.102041,0.861591,0.456166
OV,-0.539175,82.235587,0.785714,0.912727,786.080796,0.64055,0.609152,0.112245,0.912727,0.317766
OW,-0.543072,78.587531,0.714286,0.904,769.404206,0.637952,0.58213,0.102041,0.904,0.293241
OX,-0.681426,82.235587,0.714286,0.873545,757.412296,0.545716,0.609152,0.102041,0.873545,0.275606
OY,-1.428568,100.514677,0.642857,0.778455,735.816507,0.047621,0.744553,0.091837,0.778455,0.243848
OZ,-0.656586,82.235587,0.714286,0.873545,885.658579,0.562276,0.609152,0.102041,0.873545,0.464204
O[,-1.428568,86.49546,0.428571,0.744551,916.8,0.047621,0.640707,0.061224,0.744551,0.51
P',-1.411596,69.257338,0.214286,0.305773,867.9,0.058936,0.513017,0.030612,0.305773,0.438088
"P,",-1.280751,82.235587,0.571429,0.561091,867.9,0.146166,0.609152,0.081633,0.561091,0.438088
P.,-1.32073,82.235587,0.357143,0.536273,867.9,0.119513,0.609152,0.05102,0.536273,0.438088
P/,-1.411596,81.97119,0.142857,0.229455,1059.5,0.058936,0.607194,0.020408,0.229455,0.719853
P;,-1.108615,39.293765,0.285714,0.374545,867.9,0.260923,0.291065,0.040816,0.374545,0.438088
PA,-0.527183,39.293765,0.785714,0.867909,859.5,0.648545,0.291065,0.112245,0.867909,0.425735
PB,-0.776742,108.633509,0.714286,0.799136,964.826822,0.482172,0.804693,0.102041,0.799136,0.580628
PC,-0.734038,82.235587,0.785714,0.867909,878.035979,0.510642,0.609152,0.112245,0.867909,0.452994
PD,-0.461519,39.293765,0.857143,0.909727,635.539509,0.692321,0.291065,0.122449,0.909727,0.096382
PE,-0.529213,78.587531,0.785714,0.889364,788.524699,0.647191,0.58213,0.112245,0.889364,0.32136
PF,-0.389029,39.293765,0.857143,0.921545,923.743288,0.740647,0.291065,0.122449,0.921545,0.520211
PG,-0.776742,77.293765,0.785714,0.799136,754.108434,0.482172,0.572546,0.112245,0.799136,0.270748
PH,-1.411596,77.293765,0.642857,0.612591,718.600136,0.058936,0.572546,0.091837,0.612591,0.21853
PI,-0.726832,78.587531,0.714286,0.838227,733.674104,0.515445,0.58213,0.102041,0.838227,0.240697
PJ,-0.716928,39.293765,0.714286,0.735,914.91581,0.522048,0.291065,0.102041,0.735,0.507229
PK,-0.814801,39.293765,0.714286,0.723182,876.258671,0.456799,0.291065,0.102041,0.723182,0.45038
PL,-0.863268,39.293765,0.5,0.702818,775.552115,0.424488,0.291065,0.071429,0.702818,0.302283
PM,-1.095099,82.235587,0.571429,0.575455,698.885537,0.269934,0.609152,0.081633,0.575455,0.189538
PN,-1.411596,81.341357,0.5,0.492318,905.497319,0.058936,0.602529,0.071429,0.492318,0.493378
PO,-0.795618,78.587531,0.642857,0.873545,819.839989,0.469588,0.58213,0.091837,0.873545,0.367412
PP,-0.884184,39.293765,0.428571,0.434,687.127981,0.410544,0.291065,0.061224,0.434,0.172247
PQ,-0.716928,78.587531,0.714286,0.843091,887.62155,0.522048,0.58213,0.102041,0.843091,0.467091
PR,-0.529213,78.587531,0.785714,0.882273,779.225566,0.647191,0.58213,0.112245,0.882273,0.307685
PS,-0.495283,39.293765,0.785714,0.889364,671.519273,0.669811,0.291065,0.112245,0.889364,0.149293
PT,-0.776742,86.49546,0.714286,0.799136,705.246791,0.482172,0.640707,0.102041,0.799136,0.198892
PU,-0.741484,78.587531,0.714286,0.831136,718.246491,0.505677,0.58213,0.102041,0.831136,0.21801
PV,-0.626103,82.235587,0.785714,0.882273,906.542733,0.582598,0.609152,0.112245,0.882273,0.494916
PW,-0.63,78.587531,0.714286,0.873545,892.6,0.58,0.58213,0.102041,0.873545,0.474412
PX,-0.768354,82.235587,0.714286,0.843091,869.552033,0.487764,0.609152,0.102041,0.843091,0.440518
PY,-1.411596,100.514677,0.642857,0.748,637.287533,0.058936,0.744553,0.091837,0.748,0.098952
PZ,-0.743514,82.235587,0.714286,0.843091,1072.002267,0.504324,0.609152,0.102041,0.843091,0.738239
P[,-1.411596,62.24773,0.357143,0.390045,867.9,0.058936,0.461094,0.05102,0.390045,0.438088
Q',-0.776742,77.293765,0.714286,0.799136,922.8,0.482172,0.572546,0.102041,0.799136,0.518824
"Q,",-0.734038,82.235587,0.785714,0.867909,922.8,0.510642,0.609152,0.112245,0.867909,0.518824
Q.,-0.768354,82.235587,0.714286,0.843091,922.8,0.487764,0.609152,0.102041,0.843091,0.518824
Q/,-0.743514,82.235587,0.714286,0.843091,1072.002267,0.504324,0.609152,0.102041,0.843091,0.738239
Q;,-0.527183,39.293765,0.785714,0.867909,922.8,0.648545,0.291065,0.112245,0.867909,0.518824
QA,-1.108615,39.293765,0.285714,0.374545,926.056417,0.260923,0.291065,0.040816,0.374545,0.523612
QB,-1.411596,108.633509,0.5,0.492318,914.329092,0.058936,0.804693,0.071429,0.492318,0.506366
QC,-1.280751,82.235587,0.571429,0.561091,924.16812,0.146166,0.609152,0.081633,0.561091,0.520835
QD,-0.814801,39.293765,0.714286,0.723182,929.93199,0.456799,0.291065,0.102041,0.723182,0.529312
QE,-0.726832,78.587531,0.714286,0.838227,733.674104,0.515445,0.58213,0.102041,0.838227,0.240697
QF,-0.716928,39.293765,0.714286,0.735,968.503457,0.522048,0.291065,0.102041,0.735,0.586034
QG,-1.411596,77.293765,0.642857,0.612591,718.600136,0.058936,0.572546,0.091837,0.612591,0.21853
QH,-0.776742,77.293765,0.785714,0.799136,803.144183,0.482172,0.572546,0.112245,0.799136,0.342859
QI,-0.529213,78.587531,0.785714,0.889364,788.524699,0.647191,0.58213,0.112245,0.889364,0.32136
QJ,-0.389029,39.293765,0.857143,0.921545,967.594562,0.740647,0.291065,0.122449,0.921545,0.584698
QK,-0.461519,39.293765,0.857143,0.909727,673.8,0.692321,0.291065,0.122449,0.909727,0.152647
QL,-0.495283,39.293765,0.785714,0.889364,671.519273,0.669811,0.291065,0.112245,0.889364,0.149293
QM,-0.626103,82.235587,0.785714,0.882273,924.04328,0.582598,0.609152,0.112245,0.882273,0.520652
QN,-0.776742,81.341357,0.714286,0.799136,952.131856,0.482172,0.602529,0.102041,0.799136,0.561959
QO,-0.63,78.587531,0.714286,0.873545,957.434314,0.58,0.58213,0.102041,0.873545,0.569756
QP,-0.716928,78.587531,0.714286,0.843091,923.159823,0.522048,0.58213,0.102041,0.843091,0.519353
QQ,-0.884184,39.293765,0.428571,0.434,687.127981,0.410544,0.291065,0.061224,0.434,0.172247
QR,-0.741484,78.587531,0.714286,0.831136,718.246491,0.505677,0.58213,0.102041,0.831136,0.21801
QS,-0.863268,39.293765,0.5,0.702818,775.552115,0.424488,0.291065,0.071429,0.702818,0.302283
QT,-1.411596,86.49546,0.642857,0.748,924.383349,0.058936,0.640707,0.091837,0.748,0.521152
QU,-0.529213,78.587531,0.785714,0.882273,779.225566,0.647191,0.58213,0.112245,0.882273,0.307685
QV,-1.095099,82.235587,0.571429,0.575455,750.274131,0.269934,0.609152,0.081633,0.575455,0.265109
QW,-0.795618,78.587531,0.642857,0.873545,819.839989,0.469588,0.58213,0.091837,0.873545,0.367412
QX,-1.32073,82.235587,0.357143,0.536273,922.931445,0.119513,0.609152,0.05102,0.536273,0.519017
QY,-0.776742,100.514677,0.714286,0.799136,922.8,0.482172,0.744553,0.102041,0.799136,0.518824
QZ,-1.411596,81.97119,0.142857,0.229455,1122.8,0.058936,0.607194,0.020408,0.229455,0.812941
Q[,-0.776742,86.49546,0.642857,0.799136,687.127981,0.482172,0.640707,0.091837,0.799136,0.172247
R',-0.589028,77.293765,0.785714,0.838318,914.7,0.607315,0.572546,0.112245,0.838318,0.506912
"R,",-0.546323,82.235587,0.857143,0.907091,744.887361,0.635785,0.609152,0.122449,0.907091,0.257187
R.,-0.580639,82.235587,0.785714,0.882273,933.750578,0.612907,0.609152,0.112245,0.882273,0.534927
R/,-0.555799,82.235587,0.785714,0.882273,1127.788901,0.629467,0.609152,0.112245,0.882273,0.820278
R;,-0.339469,39.293765,0.857143,0.907091,914.7,0.773688,0.291065,0.122449,0.907091,0.506912
RA,-0.791551,39.293765,0.571429,0.720545,914.7,0.4723,0.291065,0.081633,0.720545,0.506912
RB,-1.363758,105.306949,0.214286,0.224682,869.222722,0.090828,0.780051,0.030612,0.224682,0.440033
RC,-1.309704,82.235587,0.5,0.600273,800.008605,0.126864,0.609152,0.071429,0.600273,0.338248
RD,-0.758376,39.293765,0.642857,0.762364,787.588184,0.494416,0.291065,0.091837,0.762364,0.319983
RE,-0.480001,78.587531,0.642857,0.883341,982.180258,0.679999,0.58213,0.091837,0.883341,0.606147
RF,-0.693102,39.293765,0.428571,0.467364,783.592873,0.537932,0.291065,0.061224,0.467364,0.314107
RG,-1.363758,69.257338,0.357143,0.344955,760.808642,0.090828,0.513017,0.05102,0.344955,0.280601
RH,-0.589028,77.293765,0.857143,0.838318,726.203973,0.607315,0.572546,0.122449,0.838318,0.229712
RI,-0.341499,78.587531,0.857143,0.928545,833.597124,0.772334,0.58213,0.122449,0.928545,0.387643
RJ,-0.201314,39.293765,0.928571,0.960727,714.262663,0.86579,0.291065,0.132653,0.960727,0.212151
RK,-0.273805,39.293765,0.928571,0.948909,729.263142,0.817463,0.291065,0.132653,0.948909,0.234211
RL,-0.307569,39.293765,0.857143,0.928545,805.375668,0.794954,0.291065,0.122449,0.928545,0.346141
RM,-0.438389,82.235587,0.857143,0.921455,878.617635,0.707741,0.609152,0.122449,0.921455,0.453849
RN,-0.589028,81.341357,0.785714,0.838318,736.72441,0.607315,0.602529,0.112245,0.838318,0.245183
RO,-0.442286,78.587531,0.785714,0.912727,849.132716,0.705143,0.58213,0.112245,0.912727,0.410489
RP,-0.529213,78.587531,0.785714,0.882273,712.741418,0.647191,0.58213,0.112245,0.882273,0.209914
RQ,-0.862958,78.587531,0.571429,0.797233,749.701619,0.424694,0.58213,0.081633,0.797233,0.264267
RR,-0.460932,39.293765,0.571429,0.512364,690.718674,0.692712,0.291065,0.081633,0.512364,0.177527
RS,-0.7902,39.293765,0.571429,0.742,837.942469,0.4732,0.291065,0.081633,0.742,0.394033
RT,-1.363758,62.24773,0.5,0.429227,814.319039,0.090828,0.461094,0.071429,0.429227,0.359293
RU,-0.341499,78.587531,0.857143,0.921455,832.040526,0.772334,0.58213,0.122449,0.921455,0.385354
RV,-0.992835,81.97119,0.285714,0.307818,798.90257,0.33811,0.607194,0.040816,0.307818,0.336621
RW,-0.709706,78.587531,0.571429,0.827688,723.54817,0.526863,0.58213,0.081633,0.827688,0.225806
RX,-1.363758,82.235587,0.428571,0.575455,914.7,0.090828,0.609152,0.061224,0.575455,0.506912
RY,-0.589028,100.514677,0.785714,0.838318,732.822236,0.607315,0.744553,0.112245,0.838318,0.239444
RZ,-1.277821,82.235587,0.428571,0.575455,1082.705049,0.148119,0.609152,0.061224,0.575455,0.753978
R[,-0.589028,86.49546,0.714286,0.838318,749.701619,0.607315,0.640707,0.102041,0.838318,0.264267
S',-0.555098,38.0,0.785714,0.845409,849.6,0.629935,0.281481,0.112245,0.845409,0.411176
"S,",-0.512393,42.941821,0.857143,0.914182,619.47148,0.658405,0.318088,0.122449,0.914182,0.072752
S.,-0.546709,42.941821,0.785714,0.889364,852.86472,0.635527,0.318088,0.112245,0.889364,0.415978
S/,-0.521869,42.941821,0.785714,0.889364,1053.7902,0.652087,0.318088,0.112245,0.889364,0.711456
S;,-0.305538,0.0,0.857143,0.914182,849.6,0.796308,0.0,0.122449,0.914182,0.411176
SA,-0.583997,0.0,0.642857,0.868977,848.0,0.610669,0.0,0.091837,0.868977,0.408824
SB,-1.129147,69.339743,0.642857,0.658864,792.078379,0.247236,0.513628,0.091837,0.658864,0.326586
SC,-0.80557,42.941821,0.571429,0.727636,748.308302,0.462953,0.318088,0.081633,0.727636,0.262218
SD,-0.343463,0.0,0.857143,0.956,662.119179,0.771024,0.0,0.122449,0.956,0.135469
SE,-0.626041,39.293765,0.571429,0.749091,875.150982,0.582639,0.291065,0.081633,0.749091,0.448751
SF,-0.273638,0.0,0.857143,0.916682,774.557544,0.817574,0.0,0.122449,0.916682,0.30082
SG,-1.129147,38.0,0.785714,0.794273,816.559767,0.247236,0.281481,0.112245,0.794273,0.362588
SH,-0.555098,38.0,0.857143,0.845409,701.000323,0.629935,0.281481,0.122449,0.845409,0.192648
SI,-0.307569,39.293765,0.857143,0.935636,817.363155,0.794954,0.291065,0.122449,0.935636,0.363769
SJ,-0.167384,0.0,0.928571,0.967818,661.381289,0.888411,0.0,0.132653,0.967818,0.134384
SK,-0.239875,0.0,0.928571,0.956,683.347263,0.840084,0.0,0.132653,0.956,0.166687
SL,-0.273638,0.0,0.857143,0.935636,655.316478,0.817574,0.0,0.122449,0.935636,0.125465
SM,-0.404458,42.941821,0.857143,0.928545,661.556103,0.730361,0.318088,0.122449,0.928545,0.134641
SN,-0.555098,42.047592,0.785714,0.845409,617.414059,0.629935,0.311464,0.112245,0.845409,0.069727
SO,-0.408355,39.293765,0.785714,0.919818,750.793319,0.727763,0.291065,0.112245,0.919818,0.265873
SP,-0.495283,39.293765,0.785714,0.889364,698.084512,0.669811,0.291065,0.112245,0.889364,0.18836
SQ,-0.984187,39.293765,0.357143,0.702818,626.433468,0.343876,0.291065,0.05102,0.702818,0.08299
SR,-0.70277,39.293765,0.714286,0.742,718.251244,0.531487,0.291065,0.102041,0.742,0.218017
SS,-0.313657,0.0,0.571429,0.526545,793.928161,0.790895,0.0,0.081633,0.526545,0.329306
ST,-1.129147,47.201695,0.642857,0.658864,888.751735,0.247236,0.349642,0.091837,0.658864,0.468753
SU,-0.307569,39.293765,0.857143,0.928545,731.462223,0.794954,0.291065,0.122449,0.928545,0.237444
SV,-0.69943,42.941821,0.714286,0.742,662.951003,0.533713,0.318088,0.102041,0.742,0.136693
SW,-0.885563,39.293765,0.285714,0.426455,809.47849,0.409625,0.291065,0.040816,0.426455,0.352174
SX,-1.030735,42.941821,0.285714,0.396,850.310919,0.312843,0.318088,0.040816,0.396,0.412222
SY,-0.555098,61.220911,0.785714,0.845409,654.729221,0.629935,0.453488,0.112245,0.845409,0.124602
SZ,-1.129147,42.941821,0.357143,0.702818,1053.939735,0.247236,0.318088,0.05102,0.702818,0.711676
S[,-0.555098,47.201695,0.714286,0.845409,622.632502,0.629935,0.349642,0.102041,0.845409,0.077401
T',-0.836557,85.201695,0.714286,0.760091,848.0,0.442295,0.631124,0.102041,0.760091,0.408824
"T,",-0.793852,90.143516,0.785714,0.823955,848.0,0.470765,0.66773,0.112245,0.823955,0.408824
